sensor_id,timestamp_recorded_utc,no2_ppb,pm25_ugm3,temp_c,rh_pct,firmware,status,no2_ugm3
ZEPHYR_005,2025-07-15 20:00:00+00:00,24.53,10.32,16.12,43.29,1.5.0,OK,47.54
ZEPHYR_005,2025-07-15 21:00:00+00:00,26.24,13.15,17.39,71.34,1.5.0,OK,50.63
ZEPHYR_005,2025-07-15 22:00:00+00:00,27.69,8.83,13.97,83.38,1.5.0,OK,54.07
ZEPHYR_005,2025-07-15 23:00:00+00:00,24.07,8.07,13.18,78.05,1.5.0,OK,47.13
ZEPHYR_005,2025-07-16 00:00:00+00:00,18.13,7.2,14.29,79.26,1.5.0,OK,35.36
ZEPHYR_005,2025-07-16 01:00:00+00:00,27.05,6.66,11.92,74.29,1.5.0,OK,53.2
ZEPHYR_005,2025-07-16 02:00:00+00:00,30.37,5.85,12.1,73.76,1.5.0,OK,59.69
ZEPHYR_005,2025-07-16 03:00:00+00:00,38.16,9.23,11.08,73.73,1.5.0,OK,75.27
ZEPHYR_005,2025-07-16 04:00:00+00:00,37.26,11.0,12.58,73.34,1.5.0,OK,73.11
ZEPHYR_005,2025-07-16 05:00:00+00:00,32.0,9.22,13.89,69.71,1.5.0,OK,62.5
ZEPHYR_005,2025-07-16 06:00:00+00:00,34.29,7.61,13.51,72.07,1.5.0,OK,67.06
ZEPHYR_005,2025-07-16 07:00:00+00:00,36.26,1.97,17.61,56.26,1.5.0,OK,69.92
ZEPHYR_005,2025-07-16 08:00:00+00:00,36.11,4.0,17.07,52.33,1.5.0,OK,69.76
ZEPHYR_005,2025-07-16 09:00:00+00:00,35.54,8.89,17.97,44.85,1.5.0,OK,68.44
ZEPHYR_005,2025-07-16 10:00:00+00:00,31.42,10.25,20.94,56.72,1.5.0,OK,59.9
ZEPHYR_005,2025-07-16 11:00:00+00:00,25.25,8.62,23.27,54.27,1.5.0,OK,47.76
ZEPHYR_005,2025-07-16 12:00:00+00:00,29.69,5.7,22.68,42.82,1.5.0,OK,56.27
ZEPHYR_005,2025-07-16 13:00:00+00:00,27.69,11.4,25.5,49.59,1.5.0,OK,51.98
ZEPHYR_005,2025-07-16 14:00:00+00:00,29.9,8.44,21.04,36.45,1.5.0,OK,56.98
ZEPHYR_005,2025-07-16 15:00:00+00:00,33.32,9.1,23.46,43.76,1.5.0,OK,62.98
ZEPHYR_005,2025-07-16 16:00:00+00:00,32.57,4.93,21.9,47.52,1.5.0,OK,61.89
ZEPHYR_005,2025-07-16 17:00:00+00:00,30.82,6.19,21.6,44.27,1.5.0,MAINT,58.62
ZEPHYR_005,2025-07-16 18:00:00+00:00,30.52,10.04,21.64,48.9,1.5.0,WARN,58.04
ZEPHYR_005,2025-07-16 19:00:00+00:00,23.39,10.33,17.56,74.14,1.5.0,OK,45.11
ZEPHYR_005,2025-07-16 20:00:00+00:00,17.96,7.43,18.6,56.16,1.5.0,OK,34.51
ZEPHYR_005,2025-07-16 21:00:00+00:00,21.35,9.16,15.37,58.18,1.5.0,OK,41.49
ZEPHYR_005,2025-07-16 22:00:00+00:00,19.99,9.86,12.27,71.04,1.5.0,OK,39.27
ZEPHYR_005,2025-07-16 23:00:00+00:00,17.85,9.79,10.08,71.1,1.5.0,OK,35.33
ZEPHYR_005,2025-07-17 00:00:00+00:00,22.93,6.45,12.5,61.7,1.5.0,OK,45.01
ZEPHYR_005,2025-07-17 01:00:00+00:00,21.17,7.72,12.05,91.01,1.5.0,OK,41.62
ZEPHYR_005,2025-07-17 02:00:00+00:00,20.95,6.16,12.56,83.76,1.5.0,OK,41.11
ZEPHYR_005,2025-07-17 03:00:00+00:00,21.07,8.49,11.85,67.41,1.5.0,OK,41.45
ZEPHYR_005,2025-07-17 04:00:00+00:00,30.36,4.04,13.06,87.48,1.5.0,WARN,59.47
ZEPHYR_005,2025-07-17 05:00:00+00:00,30.95,8.34,14.92,75.08,1.5.0,OK,60.24
ZEPHYR_005,2025-07-17 06:00:00+00:00,30.28,5.95,14.02,57.76,1.5.0,OK,59.12
ZEPHYR_005,2025-07-17 07:00:00+00:00,32.18,9.56,15.01,81.08,1.5.0,OK,62.61
ZEPHYR_005,2025-07-17 08:00:00+00:00,35.56,4.9,15.96,64.65,1.5.0,OK,68.96
ZEPHYR_005,2025-07-17 09:00:00+00:00,40.17,8.43,19.81,49.91,1.5.0,OK,76.88
ZEPHYR_005,2025-07-17 10:00:00+00:00,31.85,8.16,22.94,68.71,1.5.0,OK,60.31
ZEPHYR_005,2025-07-17 11:00:00+00:00,29.18,6.49,22.02,47.67,1.5.0,OK,55.42
ZEPHYR_005,2025-07-17 12:00:00+00:00,57.13,7.52,20.78,39.64,1.5.0,OK,108.97
ZEPHYR_005,2025-07-17 13:00:00+00:00,32.79,10.98,22.38,36.04,1.5.0,OK,62.21
ZEPHYR_005,2025-07-17 14:00:00+00:00,23.99,10.16,22.7,44.44,1.5.0,OK,45.46
ZEPHYR_005,2025-07-17 15:00:00+00:00,29.72,8.04,22.0,45.54,1.5.0,OK,56.45
ZEPHYR_005,2025-07-17 16:00:00+00:00,27.11,9.69,22.64,41.32,1.5.0,OK,51.39
ZEPHYR_005,2025-07-17 17:00:00+00:00,24.15,10.47,21.86,39.83,1.5.0,OK,45.9
ZEPHYR_005,2025-07-17 18:00:00+00:00,27.88,8.72,19.96,53.06,1.5.0,OK,53.33
ZEPHYR_005,2025-07-17 19:00:00+00:00,19.32,5.25,20.99,49.41,1.5.0,OK,36.83
ZEPHYR_005,2025-07-17 20:00:00+00:00,19.09,11.66,16.89,46.31,1.5.0,OK,36.9
ZEPHYR_005,2025-07-17 21:00:00+00:00,18.96,4.35,14.94,55.0,1.5.0,OK,36.9
ZEPHYR_005,2025-07-17 22:00:00+00:00,20.7,8.89,15.2,72.04,1.5.0,OK,40.25
ZEPHYR_005,2025-07-17 23:00:00+00:00,15.56,6.89,12.04,52.39,1.5.0,OK,30.59
ZEPHYR_005,2025-07-18 00:00:00+00:00,27.49,8.82,12.6,77.06,1.5.0,OK,53.94
ZEPHYR_005,2025-07-18 01:00:00+00:00,20.7,12.69,11.68,74.01,1.5.0,OK,40.75
ZEPHYR_005,2025-07-18 02:00:00+00:00,18.28,6.99,11.71,88.96,1.5.0,OK,35.98
ZEPHYR_005,2025-07-18 03:00:00+00:00,17.17,9.82,13.57,71.81,1.5.0,OK,33.57
ZEPHYR_005,2025-07-18 04:00:00+00:00,25.91,7.8,12.33,84.43,1.5.0,OK,50.88
ZEPHYR_005,2025-07-18 05:00:00+00:00,24.96,10.45,16.71,74.81,1.5.0,OK,48.28
ZEPHYR_005,2025-07-18 06:00:00+00:00,28.86,7.26,15.19,71.19,1.5.0,OK,56.12
ZEPHYR_005,2025-07-18 07:00:00+00:00,28.75,4.66,15.25,74.83,1.5.0,OK,55.89
ZEPHYR_005,2025-07-18 08:00:00+00:00,26.88,9.57,19.64,55.77,1.5.0,OK,51.47
ZEPHYR_005,2025-07-18 09:00:00+00:00,30.6,7.75,19.36,62.06,1.5.0,OK,58.65
ZEPHYR_005,2025-07-18 10:00:00+00:00,31.7,5.91,20.51,44.11,1.5.0,OK,60.52
ZEPHYR_005,2025-07-18 11:00:00+00:00,29.57,5.28,23.16,50.18,1.5.0,OK,55.95
ZEPHYR_005,2025-07-18 12:00:00+00:00,23.48,8.98,24.95,50.21,1.5.0,OK,44.16
ZEPHYR_005,2025-07-18 13:00:00+00:00,27.17,9.13,22.82,48.26,1.5.0,OK,51.47
ZEPHYR_005,2025-07-18 14:00:00+00:00,29.83,10.19,24.58,51.49,1.5.0,OK,56.17
ZEPHYR_005,2025-07-18 15:00:00+00:00,28.76,5.57,25.15,33.44,1.5.0,OK,54.05
ZEPHYR_005,2025-07-18 16:00:00+00:00,28.93,7.15,24.86,34.08,1.5.0,OK,54.43
ZEPHYR_005,2025-07-18 17:00:00+00:00,17.83,8.55,22.75,40.14,1.5.0,OK,33.78
ZEPHYR_005,2025-07-18 18:00:00+00:00,21.38,5.17,22.63,56.99,1.5.0,OK,40.53
ZEPHYR_005,2025-07-18 19:00:00+00:00,16.04,6.34,16.3,60.96,1.5.0,OK,31.07
ZEPHYR_005,2025-07-18 20:00:00+00:00,21.24,8.81,16.2,58.75,1.5.0,OK,41.16
ZEPHYR_005,2025-07-18 21:00:00+00:00,22.08,6.58,14.52,50.16,1.5.0,OK,43.03
ZEPHYR_005,2025-07-18 22:00:00+00:00,18.99,8.75,15.02,74.53,1.5.0,OK,36.95
ZEPHYR_005,2025-07-18 23:00:00+00:00,21.39,6.79,12.14,65.57,1.5.0,OK,42.04
ZEPHYR_005,2025-07-19 00:00:00+00:00,17.74,11.15,11.18,88.5,1.5.0,OK,34.98
ZEPHYR_005,2025-07-19 01:00:00+00:00,19.49,4.48,14.43,100.33,1.5.0,OK,38.0
ZEPHYR_005,2025-07-19 02:00:00+00:00,18.07,9.62,11.48,80.01,1.5.0,OK,35.59
ZEPHYR_005,2025-07-19 03:00:00+00:00,20.86,8.07,11.83,81.6,1.5.0,OK,41.04
ZEPHYR_005,2025-07-19 04:00:00+00:00,31.15,8.25,12.87,72.2,1.5.0,OK,61.06
ZEPHYR_005,2025-07-19 05:00:00+00:00,21.97,5.46,14.04,54.62,1.5.0,OK,42.89
ZEPHYR_005,2025-07-19 06:00:00+00:00,26.1,5.92,16.52,64.4,1.5.0,OK,50.52
ZEPHYR_005,2025-07-19 07:00:00+00:00,28.84,5.75,17.59,57.48,1.5.0,OK,55.61
ZEPHYR_005,2025-07-19 08:00:00+00:00,29.88,7.79,20.31,49.08,1.5.0,OK,57.09
ZEPHYR_005,2025-07-19 09:00:00+00:00,23.14,9.13,22.06,68.53,1.5.0,OK,43.95
ZEPHYR_005,2025-07-19 10:00:00+00:00,23.55,6.7,21.49,50.94,1.5.0,OK,44.81
ZEPHYR_005,2025-07-19 11:00:00+00:00,22.4,9.01,23.04,47.86,1.5.0,OK,42.4
ZEPHYR_005,2025-07-19 12:00:00+00:00,27.47,6.3,22.72,39.03,1.5.0,MAINT,52.05
ZEPHYR_005,2025-07-19 13:00:00+00:00,25.54,7.18,24.26,41.68,1.5.0,OK,48.15
ZEPHYR_005,2025-07-19 14:00:00+00:00,24.82,4.98,24.21,47.74,1.5.0,OK,46.8
ZEPHYR_005,2025-07-19 15:00:00+00:00,25.99,7.68,23.91,49.7,1.5.0,OK,49.05
ZEPHYR_005,2025-07-19 16:00:00+00:00,20.24,7.94,22.42,45.47,1.5.0,OK,38.39
ZEPHYR_005,2025-07-19 17:00:00+00:00,26.4,5.94,23.53,44.95,1.5.0,OK,49.89
ZEPHYR_005,2025-07-19 18:00:00+00:00,23.6,8.43,20.05,45.53,1.5.0,OK,45.13
ZEPHYR_005,2025-07-19 19:00:00+00:00,17.33,10.11,20.91,41.66,1.5.0,OK,33.04
ZEPHYR_005,2025-07-19 20:00:00+00:00,25.05,9.21,18.02,47.92,1.5.0,MAINT,48.23
ZEPHYR_005,2025-07-19 21:00:00+00:00,20.44,7.98,15.57,65.16,1.5.0,OK,39.69
ZEPHYR_005,2025-07-19 22:00:00+00:00,23.32,12.58,14.65,64.36,1.5.0,OK,45.43
ZEPHYR_005,2025-07-19 23:00:00+00:00,23.73,3.59,10.57,60.1,1.5.0,OK,46.89
ZEPHYR_005,2025-07-20 00:00:00+00:00,30.86,9.89,13.07,76.14,1.5.0,OK,60.45
ZEPHYR_005,2025-07-20 01:00:00+00:00,31.67,7.91,6.84,77.93,1.5.0,OK,63.42
ZEPHYR_005,2025-07-20 02:00:00+00:00,29.52,5.79,9.23,58.21,1.5.0,OK,58.61
ZEPHYR_005,2025-07-20 03:00:00+00:00,30.08,5.0,11.93,72.57,1.5.0,OK,59.16
ZEPHYR_005,2025-07-20 04:00:00+00:00,34.51,7.26,14.4,75.4,1.5.0,OK,67.29
ZEPHYR_005,2025-07-20 05:00:00+00:00,34.05,6.46,13.63,78.27,1.5.0,OK,66.57
ZEPHYR_005,2025-07-20 06:00:00+00:00,43.79,6.18,15.3,63.77,1.5.0,OK,85.11
ZEPHYR_005,2025-07-20 07:00:00+00:00,34.14,7.03,18.55,69.97,1.5.0,OK,65.62
ZEPHYR_005,2025-07-20 08:00:00+00:00,36.68,9.34,17.12,68.69,1.5.0,OK,70.85
ZEPHYR_005,2025-07-20 09:00:00+00:00,32.93,5.48,22.15,66.49,1.5.0,OK,62.52
ZEPHYR_005,2025-07-20 10:00:00+00:00,41.15,8.95,20.88,51.06,1.5.0,OK,78.46
ZEPHYR_005,2025-07-20 11:00:00+00:00,42.44,6.39,23.08,45.34,1.5.0,OK,80.32
ZEPHYR_005,2025-07-20 12:00:00+00:00,33.69,5.54,26.23,35.93,1.5.0,OK,63.09
ZEPHYR_005,2025-07-20 13:00:00+00:00,41.24,4.01,24.9,49.25,1.5.0,WARN,77.57
ZEPHYR_005,2025-07-20 14:00:00+00:00,48.48,7.7,22.48,41.57,1.5.0,OK,91.94
ZEPHYR_005,2025-07-20 15:00:00+00:00,39.04,2.27,22.15,50.22,1.5.0,OK,74.12
ZEPHYR_005,2025-07-20 16:00:00+00:00,39.98,9.67,22.15,47.35,1.5.0,OK,75.91
ZEPHYR_005,2025-07-20 17:00:00+00:00,37.12,11.56,20.9,52.53,1.5.0,OK,70.77
ZEPHYR_005,2025-07-20 18:00:00+00:00,26.19,5.25,20.33,51.17,1.5.0,OK,50.03
ZEPHYR_005,2025-07-20 19:00:00+00:00,22.94,8.7,17.9,59.66,1.5.0,OK,44.19
ZEPHYR_005,2025-07-20 20:00:00+00:00,31.2,8.17,18.28,63.56,1.5.0,OK,60.02
ZEPHYR_005,2025-07-20 21:00:00+00:00,26.44,2.19,15.5,59.61,1.5.0,OK,51.35
ZEPHYR_005,2025-07-20 22:00:00+00:00,22.01,4.09,13.46,56.34,1.5.0,OK,43.05
ZEPHYR_005,2025-07-20 23:00:00+00:00,31.08,7.34,14.49,80.95,1.5.0,OK,60.58
ZEPHYR_005,2025-07-21 00:00:00+00:00,33.96,9.31,13.84,78.63,1.5.0,OK,66.34
ZEPHYR_005,2025-07-21 01:00:00+00:00,27.85,4.02,12.33,67.94,1.5.0,OK,54.69
ZEPHYR_005,2025-07-21 02:00:00+00:00,32.14,7.01,9.78,78.67,1.5.0,OK,63.69
ZEPHYR_005,2025-07-21 03:00:00+00:00,40.47,11.54,11.23,87.9,1.5.0,OK,79.79
ZEPHYR_005,2025-07-21 04:00:00+00:00,30.28,9.73,14.35,70.99,1.5.0,OK,59.05
ZEPHYR_005,2025-07-21 05:00:00+00:00,42.39,7.08,14.06,67.54,1.5.0,OK,82.75
ZEPHYR_005,2025-07-21 06:00:00+00:00,39.3,7.99,14.31,80.97,1.5.0,OK,76.65
ZEPHYR_005,2025-07-21 07:00:00+00:00,37.31,8.37,16.83,61.9,1.5.0,OK,72.14
ZEPHYR_005,2025-07-21 08:00:00+00:00,46.71,6.0,19.89,52.74,1.5.0,OK,89.37
ZEPHYR_005,2025-07-21 09:00:00+00:00,39.25,9.91,18.05,60.61,1.5.0,OK,75.57
ZEPHYR_005,2025-07-21 10:00:00+00:00,42.04,7.82,22.11,52.08,1.5.0,OK,79.83
ZEPHYR_005,2025-07-21 11:00:00+00:00,39.54,6.63,23.35,52.11,1.5.0,OK,74.77
ZEPHYR_005,2025-07-21 12:00:00+00:00,45.02,7.33,24.46,47.64,1.5.0,OK,84.81
ZEPHYR_005,2025-07-21 13:00:00+00:00,40.11,6.72,23.25,41.96,1.5.0,OK,75.87
ZEPHYR_005,2025-07-21 14:00:00+00:00,41.48,7.53,22.73,40.55,1.5.0,OK,78.6
ZEPHYR_005,2025-07-21 15:00:00+00:00,38.51,4.11,23.52,42.72,1.5.0,OK,72.78
ZEPHYR_005,2025-07-21 16:00:00+00:00,39.69,5.42,22.57,40.65,1.5.0,OK,75.25
ZEPHYR_005,2025-07-21 17:00:00+00:00,33.83,9.83,21.99,41.43,1.5.0,OK,64.26
ZEPHYR_005,2025-07-21 18:00:00+00:00,33.69,9.72,21.06,46.03,1.5.0,OK,64.2
ZEPHYR_005,2025-07-21 19:00:00+00:00,30.2,6.51,20.19,59.84,1.5.0,OK,57.72
ZEPHYR_005,2025-07-21 20:00:00+00:00,33.96,8.83,19.37,62.13,1.5.0,OK,65.09
ZEPHYR_005,2025-07-21 21:00:00+00:00,31.93,7.84,17.23,66.56,1.5.0,OK,61.65
ZEPHYR_005,2025-07-21 22:00:00+00:00,31.53,5.8,13.76,61.99,1.5.0,OK,61.61
ZEPHYR_005,2025-07-21 23:00:00+00:00,34.4,5.84,13.86,77.5,1.5.0,OK,67.2
ZEPHYR_005,2025-07-22 00:00:00+00:00,29.15,9.3,13.55,75.45,1.5.0,OK,57.0
ZEPHYR_005,2025-07-22 01:00:00+00:00,30.86,8.93,12.51,83.68,1.5.0,OK,60.57
ZEPHYR_005,2025-07-22 02:00:00+00:00,35.38,6.6,11.69,94.77,1.5.0,OK,69.64
ZEPHYR_005,2025-07-22 03:00:00+00:00,39.04,6.36,12.8,70.84,1.5.0,OK,76.54
ZEPHYR_005,2025-07-22 04:00:00+00:00,33.9,11.41,12.97,78.68,1.5.0,OK,66.43
ZEPHYR_005,2025-07-22 05:00:00+00:00,44.05,7.53,13.15,79.95,1.5.0,OK,86.26
ZEPHYR_005,2025-07-22 06:00:00+00:00,36.65,5.19,14.87,67.87,1.5.0,OK,71.34
ZEPHYR_005,2025-07-22 07:00:00+00:00,38.89,7.82,17.34,86.02,1.5.0,OK,75.06
ZEPHYR_005,2025-07-22 08:00:00+00:00,39.66,1.18,18.77,57.13,1.5.0,OK,76.17
ZEPHYR_005,2025-07-22 09:00:00+00:00,43.59,8.97,19.93,58.76,1.5.0,OK,83.39
ZEPHYR_005,2025-07-22 10:00:00+00:00,44.94,10.19,22.21,46.02,1.5.0,OK,85.3
ZEPHYR_005,2025-07-22 11:00:00+00:00,52.0,6.4,21.99,38.67,1.5.0,OK,98.78
ZEPHYR_005,2025-07-22 12:00:00+00:00,40.78,3.09,24.34,46.87,1.5.0,WARN,76.85
ZEPHYR_005,2025-07-22 13:00:00+00:00,44.34,4.92,25.08,44.1,1.5.0,OK,83.36
ZEPHYR_005,2025-07-22 14:00:00+00:00,30.19,7.67,21.7,40.85,1.5.0,OK,57.41
ZEPHYR_005,2025-07-22 15:00:00+00:00,37.09,10.95,23.92,44.85,1.5.0,OK,70.0
ZEPHYR_005,2025-07-22 16:00:00+00:00,36.77,8.58,21.93,43.43,1.5.0,OK,69.86
ZEPHYR_005,2025-07-22 17:00:00+00:00,35.96,4.91,19.15,37.48,1.5.0,OK,68.97
ZEPHYR_005,2025-07-22 18:00:00+00:00,37.64,6.96,17.43,67.23,1.5.0,OK,72.62
ZEPHYR_005,2025-07-22 19:00:00+00:00,33.27,9.61,18.82,53.69,1.5.0,OK,63.89
ZEPHYR_005,2025-07-22 20:00:00+00:00,33.99,7.14,17.84,52.91,1.5.0,OK,65.49
ZEPHYR_005,2025-07-22 21:00:00+00:00,28.34,7.43,15.98,58.23,1.5.0,OK,54.95
ZEPHYR_005,2025-07-22 22:00:00+00:00,25.88,7.24,13.95,64.07,1.5.0,OK,50.54
ZEPHYR_005,2025-07-22 23:00:00+00:00,29.39,6.9,14.37,80.64,1.5.0,OK,57.31
ZEPHYR_005,2025-07-23 00:00:00+00:00,36.31,9.18,12.7,76.81,1.5.0,OK,71.22
ZEPHYR_005,2025-07-23 01:00:00+00:00,27.85,10.67,12.95,81.21,1.5.0,OK,54.58
ZEPHYR_005,2025-07-23 02:00:00+00:00,34.19,3.36,12.63,76.63,1.5.0,OK,67.07
ZEPHYR_005,2025-07-23 03:00:00+00:00,33.25,5.6,13.1,83.39,1.5.0,OK,65.12
ZEPHYR_005,2025-07-23 04:00:00+00:00,45.92,5.6,10.6,75.53,1.5.0,WARN,90.73
ZEPHYR_005,2025-07-23 05:00:00+00:00,37.07,6.64,14.62,69.87,1.5.0,OK,72.22
ZEPHYR_005,2025-07-23 06:00:00+00:00,37.75,7.82,12.99,75.07,1.5.0,OK,73.97
ZEPHYR_005,2025-07-23 07:00:00+00:00,40.82,7.98,16.42,73.76,1.5.0,OK,79.03
ZEPHYR_005,2025-07-23 08:00:00+00:00,40.21,7.84,18.76,65.0,1.5.0,OK,77.23
ZEPHYR_005,2025-07-23 09:00:00+00:00,45.42,6.23,21.64,50.28,1.5.0,OK,86.38
ZEPHYR_005,2025-07-23 10:00:00+00:00,33.49,7.82,22.81,56.4,1.5.0,OK,63.44
ZEPHYR_005,2025-07-23 11:00:00+00:00,45.51,6.45,22.84,45.69,1.5.0,OK,86.2
ZEPHYR_005,2025-07-23 12:00:00+00:00,39.52,8.45,22.22,37.61,1.5.0,OK,75.01
ZEPHYR_005,2025-07-23 13:00:00+00:00,36.27,8.17,24.56,34.12,1.5.0,OK,68.3
ZEPHYR_005,2025-07-23 14:00:00+00:00,38.88,8.24,22.61,45.31,1.5.0,OK,73.7
ZEPHYR_005,2025-07-23 15:00:00+00:00,38.77,8.82,23.47,41.24,1.5.0,OK,73.28
ZEPHYR_005,2025-07-23 16:00:00+00:00,37.13,8.3,23.67,52.52,1.5.0,OK,70.13
ZEPHYR_005,2025-07-23 17:00:00+00:00,35.49,12.17,21.74,57.03,1.5.0,OK,67.47
ZEPHYR_005,2025-07-23 18:00:00+00:00,33.35,5.73,22.39,71.06,1.5.0,OK,63.27
ZEPHYR_005,2025-07-23 19:00:00+00:00,33.04,9.4,19.12,40.47,1.5.0,OK,63.38
ZEPHYR_005,2025-07-23 20:00:00+00:00,37.19,5.32,16.29,49.08,1.5.0,OK,72.04
ZEPHYR_005,2025-07-23 21:00:00+00:00,31.75,10.09,16.89,58.05,1.5.0,OK,61.37
ZEPHYR_005,2025-07-23 22:00:00+00:00,25.89,11.06,15.64,58.0,1.5.0,OK,50.26
ZEPHYR_005,2025-07-23 23:00:00+00:00,29.09,5.23,13.56,63.95,1.5.0,OK,56.88
ZEPHYR_005,2025-07-24 00:00:00+00:00,33.68,6.06,11.4,76.47,1.5.0,OK,66.36
ZEPHYR_005,2025-07-24 01:00:00+00:00,34.98,4.82,11.11,70.68,1.5.0,OK,68.99
ZEPHYR_005,2025-07-24 02:00:00+00:00,38.81,7.56,11.25,87.43,1.5.0,OK,76.51
ZEPHYR_005,2025-07-24 03:00:00+00:00,34.26,6.19,13.98,80.83,1.5.0,OK,66.9
ZEPHYR_005,2025-07-24 04:00:00+00:00,44.73,8.2,11.48,74.18,1.5.0,OK,88.11
ZEPHYR_005,2025-07-24 05:00:00+00:00,41.11,7.27,14.85,84.71,1.5.0,OK,80.03
ZEPHYR_005,2025-07-24 06:00:00+00:00,41.04,13.32,14.32,73.11,1.5.0,OK,80.04
ZEPHYR_005,2025-07-24 07:00:00+00:00,40.92,7.92,17.02,63.58,1.5.0,OK,79.06
ZEPHYR_005,2025-07-24 08:00:00+00:00,39.48,5.93,18.52,78.22,1.5.0,OK,75.89
ZEPHYR_005,2025-07-24 09:00:00+00:00,38.44,9.62,23.85,58.34,1.5.0,OK,72.56
ZEPHYR_005,2025-07-24 10:00:00+00:00,38.99,6.84,18.57,36.07,1.5.0,OK,74.93
ZEPHYR_005,2025-07-24 11:00:00+00:00,45.02,8.39,23.73,38.72,1.5.0,OK,85.02
ZEPHYR_005,2025-07-24 12:00:00+00:00,42.88,10.87,24.04,25.29,1.5.0,OK,80.89
ZEPHYR_005,2025-07-24 13:00:00+00:00,38.99,5.24,23.88,48.85,1.5.0,WARN,73.59
ZEPHYR_005,2025-07-24 14:00:00+00:00,43.01,6.84,23.56,41.0,1.5.0,OK,81.27
ZEPHYR_005,2025-07-24 15:00:00+00:00,39.74,2.92,23.88,36.87,1.5.0,OK,75.01
ZEPHYR_005,2025-07-24 16:00:00+00:00,32.05,6.29,22.24,63.84,1.5.0,OK,60.83
ZEPHYR_005,2025-07-24 17:00:00+00:00,30.61,6.86,23.95,46.38,1.5.0,OK,57.76
ZEPHYR_005,2025-07-24 18:00:00+00:00,37.85,6.28,20.49,57.61,1.5.0,OK,72.27
ZEPHYR_005,2025-07-24 19:00:00+00:00,34.2,4.95,20.41,44.8,1.5.0,OK,65.32
ZEPHYR_005,2025-07-24 20:00:00+00:00,24.03,9.51,17.29,52.27,1.5.0,OK,46.39
ZEPHYR_005,2025-07-24 21:00:00+00:00,30.28,9.26,15.01,65.82,1.5.0,OK,58.91
ZEPHYR_005,2025-07-24 22:00:00+00:00,31.76,6.45,13.29,63.55,1.5.0,OK,62.16
ZEPHYR_005,2025-07-24 23:00:00+00:00,34.4,8.69,14.73,54.32,1.5.0,OK,66.99
ZEPHYR_005,2025-07-25 00:00:00+00:00,32.56,7.0,14.87,80.15,1.5.0,OK,63.38
ZEPHYR_005,2025-07-25 01:00:00+00:00,32.75,10.14,12.85,78.41,1.5.0,OK,64.2
ZEPHYR_005,2025-07-25 02:00:00+00:00,36.19,12.18,11.44,84.26,1.5.0,OK,71.3
ZEPHYR_005,2025-07-25 03:00:00+00:00,36.7,15.13,11.59,76.96,1.5.0,OK,72.26
ZEPHYR_005,2025-07-25 04:00:00+00:00,34.52,8.04,12.57,72.8,1.5.0,OK,67.74
ZEPHYR_005,2025-07-25 05:00:00+00:00,32.51,6.32,12.62,72.45,1.5.0,OK,63.78
ZEPHYR_005,2025-07-25 06:00:00+00:00,34.87,6.85,15.2,76.48,1.5.0,OK,67.8
ZEPHYR_005,2025-07-25 07:00:00+00:00,40.44,10.5,16.79,77.23,1.5.0,OK,78.2
ZEPHYR_005,2025-07-25 08:00:00+00:00,32.55,6.24,19.04,68.73,1.5.0,OK,62.46
ZEPHYR_005,2025-07-25 09:00:00+00:00,34.5,9.61,24.57,58.0,1.5.0,OK,64.97
ZEPHYR_005,2025-07-25 10:00:00+00:00,36.39,7.99,21.06,50.27,1.5.0,OK,69.35
ZEPHYR_005,2025-07-25 11:00:00+00:00,34.93,6.67,24.29,53.65,1.5.0,OK,65.84
ZEPHYR_005,2025-07-25 12:00:00+00:00,34.06,6.73,23.65,48.36,1.5.0,OK,64.34
ZEPHYR_005,2025-07-25 13:00:00+00:00,36.0,5.47,22.47,35.45,1.5.0,OK,68.27
ZEPHYR_005,2025-07-25 14:00:00+00:00,33.7,6.89,24.62,43.19,1.5.0,OK,63.45
ZEPHYR_005,2025-07-25 15:00:00+00:00,28.7,9.54,23.38,44.39,1.5.0,OK,54.26
ZEPHYR_005,2025-07-25 16:00:00+00:00,33.79,9.4,23.05,58.29,1.5.0,OK,63.96
ZEPHYR_005,2025-07-25 17:00:00+00:00,31.14,9.88,21.35,59.46,1.5.0,OK,59.28
ZEPHYR_005,2025-07-25 18:00:00+00:00,35.49,7.13,16.79,38.83,1.5.0,OK,68.63
ZEPHYR_005,2025-07-25 19:00:00+00:00,31.97,5.03,17.44,57.04,1.5.0,OK,61.68
ZEPHYR_005,2025-07-25 20:00:00+00:00,26.2,10.48,18.33,57.71,1.5.0,OK,50.39
ZEPHYR_005,2025-07-25 21:00:00+00:00,30.9,10.12,15.77,61.52,1.5.0,OK,59.96
ZEPHYR_005,2025-07-25 22:00:00+00:00,28.93,7.21,13.7,70.18,1.5.0,OK,56.54
ZEPHYR_005,2025-07-25 23:00:00+00:00,30.9,8.32,13.42,57.58,1.5.0,OK,60.45
ZEPHYR_005,2025-07-26 00:00:00+00:00,26.51,10.75,13.6,78.28,1.5.0,OK,51.83
ZEPHYR_005,2025-07-26 01:00:00+00:00,30.38,7.01,12.46,71.14,1.5.0,OK,59.64
ZEPHYR_005,2025-07-26 02:00:00+00:00,28.06,7.67,11.53,78.42,1.5.0,OK,55.26
ZEPHYR_005,2025-07-26 03:00:00+00:00,32.19,5.89,14.02,68.8,1.5.0,OK,62.85
